RecordID,paper_name,Attack Name,Objective,Threat Model,Attacker Knowledge,is Backdoor,Attack Type,Attack Phase,Domain,Task Type,Applicable in the physical domain,Description,Attack's success rate - digital domain,Attack's success rate - physical domain,Attacked models,Datasets,Reference
0.0,210_DetectingAdversarialImageExamplesinDeepNeuralNetworkswithAdaptiveNoiseReduction.pdf,CW,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,CW perturbations,98.80%,,"['Inceptionv3', 'M2']","['MNIST', 'ImageNet']",https://ieeexplore.ieee.org/document/8482346
0.0,211_DoSattackdetectionmodelofsmartgridbasedonmachinelearningmethod.pdf,DoS attack detection,Availability,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Detect DoS attacks in smart grids using ML.,,,"['SVM', 'Decision Tree', 'Naive Bayesian Network']",KDD99,https://ieeexplore.ieee.org/document/9206040
0.0,211_DoSattackdetectionmodelofsmartgridbasedonmachinelearningmethod.pdf,DoS attack detection,Availability,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,ML-based DoS detection in smart grids.,,,"SVM, Decision Tree, Naive Bayesian Network",KDD99,https://ieeexplore.ieee.org/document/9206040
0.0,212_GUISquattingAttackAutomatedGenerationofAndroidPhishingApps.pdf,GUI-Squatting Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Automated phishing apps creation,100%,,['Not specified'],"['37,251 Android apps']",https://doi.org/10.1109/TDSC.2019.2956035
0.0,213_GeneratingFakeDocumentsUsingProbabilisticLogicGraphs.pdf,FORGE,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Generates fake documents to deceive,Not specified,,Not specified,Not specified,https://patents.google.com/patent/US20170118123A1/en
0.0,213_GeneratingFakeDocumentsUsingProbabilisticLogicGraphs.pdf,PLG,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Uses PLGs to create fake documents,Not specified,,Not specified,Not specified,https://patents.google.com/patent/US20170118123A1/en
0.0,215_DatasetSecurityforMachineLearningDataPoisoningBackdoorAttacksandDefenses.pdf,BadNets,Integrity,Interactive,BlackBox,True,Backdoor,Training,Computer Vision,Classification,Yes,Mislabels poison samples with target label before adding trigger.,,,Deep neural networks,,https://arxiv.org/abs/1708.06733
0.0,215_DatasetSecurityforMachineLearningDataPoisoningBackdoorAttacksandDefenses.pdf,Trojaning Attack,Integrity,Interactive,BlackBox,True,Backdoor,Training,Computer Vision,Classification,Yes,Injects mislabeled poison samples to induce backdoor.,,,Deep neural networks,,https://arxiv.org/abs/1802.03041
0.0,215_DatasetSecurityforMachineLearningDataPoisoningBackdoorAttacksandDefenses.pdf,Hidden Trigger Backdoor Attack,Integrity,Interactive,BlackBox,True,Backdoor,Training,Computer Vision,Classification,No,Uses clean-label poisons with feature collisions.,,,Deep neural networks,,https://arxiv.org/abs/1910.00033
0.0,215_DatasetSecurityforMachineLearningDataPoisoningBackdoorAttacksandDefenses.pdf,Poisoning Attack on Federated Learning,Integrity,Interactive,BlackBox,True,Backdoor,Training,Network,Classification,No,Inserts poisons in federated learning systems.,,,Federated learning models,,https://arxiv.org/abs/2004.10020
0.0,216_GeneralizabilityvsRobustnessInvestigatingMedicalImagingNetworksUsingAdversarialExamples.pdf,"FGSM, DeepFool, Saliency Map Attacks",Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Adversarial examples crafted to fool classification models.,Varies per model (see explanation),,"['InceptionV3', 'InceptionV4', 'MobileNet']",Dermofit Image Library,https://arxiv.org/abs/1707.04131
0.0,216_GeneralizabilityvsRobustnessInvestigatingMedicalImagingNetworksUsingAdversarialExamples.pdf,Dense Adversarial Generation,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Semi supervised,no,Adversarial examples crafted to fool segmentation models.,Varies per model (see explanation),,"['SegNet', 'UNet', 'DenseNet']",OASIS Dataset,https://arxiv.org/abs/1707.04131
0.0,216_GeneralizabilityvsRobustnessInvestigatingMedicalImagingNetworksUsingAdversarialExamples.pdf,"FGSM, DeepFool, SMA",Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Misclassify classification models.,16.39%,,"['InceptionV3', 'InceptionV4', 'MobileNet']",Dermofit,https://arxiv.org/abs/1707.04131
0.0,216_GeneralizabilityvsRobustnessInvestigatingMedicalImagingNetworksUsingAdversarialExamples.pdf,DAG,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Semi supervised,no,Misclassify segmentation models.,32.54%,,"['SegNet', 'UNet', 'DenseNet']",OASIS,https://arxiv.org/abs/1707.04131
0.0,217_Understandingadversarialattacksondeeplearningbasedmedicalimageanalysissystems.pdf,PGD,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Projected Gradient Descent to fool DNNs,0%,0.0,ResNet-50,"Fundoscopy, Chest X-Ray, Dermoscopy",https://doi.org/10.1016/j.patcog.2020.107332
0.0,217_Understandingadversarialattacksondeeplearningbasedmedicalimageanalysissystems.pdf,FGSM,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Fast Gradient Sign Method to fool DNNs,15.565%,0.0,ResNet-50,"Fundoscopy, Chest X-Ray, Dermoscopy",https://doi.org/10.1016/j.patcog.2020.107332
0.0,217_Understandingadversarialattacksondeeplearningbasedmedicalimageanalysissystems.pdf,BIM,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Basic Iterative Method to fool DNNs,0%,0.0,ResNet-50,"Fundoscopy, Chest X-Ray, Dermoscopy",https://doi.org/10.1016/j.patcog.2020.107332
0.0,217_Understandingadversarialattacksondeeplearningbasedmedicalimageanalysissystems.pdf,CW,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Carlini and Wagner Attack to fool DNNs,0.02%,0.0,ResNet-50,"Fundoscopy, Chest X-Ray, Dermoscopy",https://doi.org/10.1016/j.patcog.2020.107332
0.0,218_Universaladversarialattacksondeepneuralnetworksformedicalimageclassification.pdf,UAP,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Induces misclassification in medical images.,80%,,"['Inception V3', 'VGG16', 'VGG19', 'ResNet50', 'Inception ResNet V2', 'DenseNet 121', 'DenseNet 169']","['ISIC 2018', 'OCT', 'Chest X-ray']",https://doi.org/10.1186/s12880-020-00530-y
0.0,219_AdversarialexamplesSecuritythreatstoCOVIDdeeplearningsystemsinmedicalIoTdevices.pdf,,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,AEs target COVID-19 DL diagnostics,,,,,
0.0,21_Boostingadversarialattackswithmomentum.pdf,MI-FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Momentum-based iterative method to boost adversarial attacks.,99.5%,0.0,"['Inc-v3', 'Inc-v4', 'IncRes-v2', 'Res-152', 'Inc-v3ens3', 'Inc-v3ens4', 'IncRes-v2ens']",ImageNet,0.0
0.0,21_Boostingadversarialattackswithmomentum.pdf,FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,One-step gradient-based attack method.,72.3%,0.0,['Inc-v3'],ImageNet,0.0
0.0,21_Boostingadversarialattackswithmomentum.pdf,I-FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Iterative gradient-based attack method.,100.0%,0.0,['Inc-v3'],ImageNet,0.0
0.0,220_Newpassiveandactiveattacksondeepneuralnetworksinmedicalapplications.pdf,Persistent Cache Monitoring Attack,Integrity,Interactive,BlackBox,False,Model Extraction,Serving,Computer Vision,Classification,No,Uses cache monitoring to extract DNN hyperparameters,,,OpenBLAS GEMM,Not specified,Not provided
0.0,220_Newpassiveandactiveattacksondeepneuralnetworksinmedicalapplications.pdf,Floating-Point Side Channel Attack,Integrity,Interactive,BlackBox,False,Model Extraction,Serving,Computer Vision,Classification,No,Leverages floating-point timing to obtain DNN parameters,,,Four-layer MLP on MNIST,MNIST,Not provided
0.0,220_Newpassiveandactiveattacksondeepneuralnetworksinmedicalapplications.pdf,Adversarial Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Adds noise to images to cause DNN misclassification,Reduced accuracy to 0.85% with FGSM and 0% with PGD,,ResNet-18 for COVID-19 detection,COVID-19-CXR,Not provided
0.0,220_Newpassiveandactiveattacksondeepneuralnetworksinmedicalapplications.pdf,GPU Overdrive Fault Attack,Integrity,Interactive,BlackBox,False,Fault Injection,Serving,Computer Vision,Classification,No,Induces SDCs to reduce DNN classification accuracy,Reduced accuracy to 83.13%,,ResNet-18 for COVID-19 recognition,Public COVID-19 dataset,Not provided
0.0,221_ImpactofAdversarialExamplesontheEfficiencyofInterpretationandUseofInformationfromHighTechMedicalImages.pdf,Natural AE due to Noise,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,AEs due to medical image noise.,2.425%,0.0,['U-Net with RPN'],"['LIDC-IDRI', 'BRATS 2015']",https://www.fruct.org/publications/fruct24/files/Vat.pdf
0.0,221_ImpactofAdversarialExamplesontheEfficiencyofInterpretationandUseofInformationfromHighTechMedicalImages.pdf,Natural AE due to Noise with Defense,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Reduced AEs with adversarial training.,0.135%,0.0,['U-Net with RPN'],"['LIDC-IDRI', 'BRATS 2015']",https://www.fruct.org/publications/fruct24/files/Vat.pdf
0.0,222_AdversarialperturbationonMRImodalitiesinbraintumorsegmentation.pdf,Universal Adversarial Perturbation,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Perturbation on MRI modalities,Not provided,,"['U-net', 'V-net']",MICCAI BraTS 2019,10.1109/ACCESS.2020.3030235
0.0,223_NattackLearningthedistributionsofadversarialexamplesforanimprovedblackboxattackondeepneuralnetworks.pdf,NATTACK,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Generates adversarial examples without DNN access,Up to 100%,,"['WideResnet-32', 'INCEPTION V3', 'ADV-TRAIN', 'ADV-BNN', 'THERM-ADV', 'CAS-ADV', 'ADV-GAN', 'LID', 'THERM', 'SAP', 'RSE', 'GUIDED DENOISER', 'RANDOMIZATION', 'INPUT-TRANS', 'PIXEL DEFLECTION']","['CIFAR10', 'ImageNet']",https://arxiv.org/abs/1905.00441
0.0,224_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Perturbs graph structure and node features,Varies,0.0,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,224_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack,Integrity,Gradient Based,WhiteBox,False,Poisoning,Training,Computer Vision,Classification,no,Perturbs graph structure and node features,Varies,0.0,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,224_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack-In,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Indirectly perturbs target node,Varies,0.0,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,224_AdversarialAttacksonNeuralNetworksforGraphData.pdf,Nettack-In,Integrity,Gradient Based,WhiteBox,False,Poisoning,Training,Computer Vision,Classification,no,Indirectly perturbs target node,Varies,0.0,"['GCN', 'CLN', 'DeepWalk']","['Cora-ML', 'Citeseer', 'Pol.Blogs']",https://doi.org/10.1145/3219819.3220078
0.0,226_Didyouhearthatadversarialexamplesagainstautomaticspeechrecognition.pdf,Adversarial ASR,Integrity,Interactive,BlackBox,False,Evasion,Serving,Speech,Classification,no,Noise addition to audio for ASR misclassification.,87%,not-tested,TensorFlow speech commands model,Speech commands dataset,https://arxiv.org/abs/1603.04467
0.0,227_RobustAudioAdversarialExampleforaPhysicalAttack.pdf,Robust Audio Adversarial Example,Integrity,Interactive,WhiteBox,False,Evasion,Serving,Speech,Classification,True,Over-the-air audio adversarial example generation.,100,100,['DeepSpeech'],"['Bach Cello Suite No. 1', 'To The Sky by Owl City']",https://arxiv.org/abs/1801.01944
0.0,228_AdversarialAttacksonCopyrightDetectionSystems.pdf,NN Music ID Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,No,Gradient-based attack on music ID system,,,Similar to Shazam,Billboard songs (10 years),Copyright Detection Systems
0.0,228_AdversarialAttacksonCopyrightDetectionSystems.pdf,Transfer Attack AudioTag & YouTube,Integrity,Transferable,BlackBox,False,Evasion,Serving,Computer Vision,Classification,No,Transfer attack on AudioTag and YouTube,,,"AudioTag, YouTube Content ID",Billboard songs (10 years),Copyright Detection Systems
0.0,229_ImperceptibleAdversarialAttacksonTabularData.pdf,LowProFool,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Finance,Classification,No,Imperceptible adversarial attack on tabular data,97%,,Neural networks,Credit and Loan datasets,NeurIPS 2019 Workshop on Robust AI in Financial Services
0.0,22_Blackboxadversarialattackswithlimitedqueriesandinformation.pdf,QL,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Gradient estimation via NES.,99.2%,0.0,InceptionV3,ImageNet,0.0
0.0,22_Blackboxadversarialattackswithlimitedqueriesandinformation.pdf,PI,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Optimization technique.,93.6%,0.0,InceptionV3,ImageNet,0.0
0.0,22_Blackboxadversarialattackswithlimitedqueriesandinformation.pdf,LO,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Score proxy for feedback.,90%,0.0,InceptionV3,ImageNet,0.0
0.0,230_EvolutionaryAdversarialAttacksonPaymentSystems.pdf,LowProFool,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Generates imperceptible adversarial examples on tabular data.,,,Neural networks with ReLU and Softmax layers.,"German Credit, Australian Credit, Default Credit Card, LendingClub Loan",Not provided
0.0,231_FakeNewsDetectionviaNLPisVulnerabletoAdversarialAttacks.pdf,Not provided,Integrity,Interactive,BlackBox,False,Evasion,Serving,NLP,Classification,no,Subtle manipulation of real news articles.,,,Not provided,McIntire's fake-real-news-dataset,Not provided
0.0,232_AddressingAdversarialAttacksAgainstSecuritySystemsBasedonMachineLearning.pdf,Poisoning Attack on NIDS,Integrity,Interactive,BlackBox,False,Poisoning,Training,Cyber,Classification,no,Malicious training data insertion.,,,"['Random Forest', 'Multi-layer Perceptron', 'K-Nearest Neighbour']",Network traffic,https://www.cisco.com/c/en/us/products/ios-nx-os-software/ios-netflow/index.html
0.0,232_AddressingAdversarialAttacksAgainstSecuritySystemsBasedonMachineLearning.pdf,Evasion Attack on NIDS,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Botnet communication alteration.,,,"['Random Forest', 'Multi-layer Perceptron', 'K-Nearest Neighbour']",Network traffic,https://www.cisco.com/c/en/us/products/ios-nx-os-software/ios-netflow/index.html
0.0,233_StealthyBlackBoxAttacksonDeepLearningNonIntrusiveLoadMonitoringModels.pdf,Stealthy Black-box Attacks,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,no,Induces incorrect NILM model decisions,Not found,Not applicable,Deep learning models for NILM,"AMP, Pecan Street",https://ieeexplore.ieee.org/document/9363690
0.0,234_AdversarialmachinelearningbasedpartialmodelattackinIoT.pdf,Partial-model Attack,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Network,Classification,no,Disrupt IoT with limited control,83%,,SVM,Simulated Gaussian data,https://doi.org/10.1145/3395352.3402619
0.0,235_AdversarialAttackstoMachineLearningBasedSmartHealthcareSystems.pdf,Adversarial Attacks to ML-Based SHS - WhiteBox,Integrity,Gradient Based,WhiteBox,False,Evasion,Training,Cyber,Classification,no,Alters medical device readings to change patient status in SHS.,Varies,,"['Random Forest', 'Decision Tree', 'Artificial Neural Network', 'Logistic Regression']","['Fetal ECG Synthetic Database', 'UCI ML Database of Diabetes', 'Pattern Analysis of Oxygen Saturation Variability', 'BIDMC PPG and Respiration Dataset', 'StatCrunch Dataset', 'Hemoglobin Data in DHS Survey', 'EEG Data', 'The CAP Sleep Database']",Not provided
0.0,235_AdversarialAttackstoMachineLearningBasedSmartHealthcareSystems.pdf,Adversarial Attacks to ML-Based SHS - BlackBox,Integrity,Transferable,BlackBox,False,Evasion,Testing,Cyber,Classification,no,Alters medical device readings to change patient status in SHS.,Varies,,"['Random Forest', 'Decision Tree', 'Artificial Neural Network', 'Logistic Regression']","['Fetal ECG Synthetic Database', 'UCI ML Database of Diabetes', 'Pattern Analysis of Oxygen Saturation Variability', 'BIDMC PPG and Respiration Dataset', 'StatCrunch Dataset', 'Hemoglobin Data in DHS Survey', 'EEG Data', 'The CAP Sleep Database']",Not provided
0.0,237_AttacksonMachineLearningAdversarialExamplesinConnectedandAutonomousVehicles.pdf,Traditional Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,No,Uses traditional VANET attack methods,,,,VeReMi,
0.0,237_AttacksonMachineLearningAdversarialExamplesinConnectedandAutonomousVehicles.pdf,ML-Generated Attack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Cyber,Classification,No,Generates adversarial examples via ML,,,"KNN, RF, LR, LSTM",VeReMi,
0.0,238_AdversarialAttacksagainstDeepLearningBasedPowerControlinWirelessCommunications.pdf,Adversarial Power Control Attack,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Regression,no,Manipulate DNN input for power allocation.,,,DNN for power allocation,Generated channel gains and power allocations,http://vixra.org/abs/1809.0312
0.0,239_SecuringtheDeepFraudDetectorinLargeScaleECommercePlatformviaAdversarialMachineLearningApproach.pdf,IFCM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Iterative method for L1/L2 attacks,Depends on perturbation,,TaoBao fraud detector,TaoBao transactions,https://doi.org/10.1145/3308558.3313533
0.0,239_SecuringtheDeepFraudDetectorinLargeScaleECommercePlatformviaAdversarialMachineLearningApproach.pdf,AIS,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Search-based algorithm,Depends on perturbation,,TaoBao fraud detector,TaoBao transactions,https://doi.org/10.1145/3308558.3313533
0.0,239_SecuringtheDeepFraudDetectorinLargeScaleECommercePlatformviaAdversarialMachineLearningApproach.pdf,R3,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Optimization-based method,Depends on perturbation,,TaoBao fraud detector,TaoBao transactions,https://doi.org/10.1145/3308558.3313533
0.0,23_GenattackPracticalblackboxattackswithgradientfreeoptimization.pdf,GenAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Uses genetic algorithms for adversarial examples,98.25%,,"['MNIST', 'CIFAR-10']","['MNIST', 'CIFAR-10']",https://doi.org/10.1145/3321707.3321749
0.0,23_GenattackPracticalblackboxattackswithgradientfreeoptimization.pdf,GenAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Genetic algorithms for adversarial examples,100%,,['Inception-v3'],['ImageNet'],https://doi.org/10.1145/3321707.3321749
0.0,23_GenattackPracticalblackboxattackswithgradientfreeoptimization.pdf,GenAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Genetic algorithms for adversarial examples,95%,,['Ens4AdvInceptionV3'],['ImageNet'],https://doi.org/10.1145/3321707.3321749
0.0,23_GenattackPracticalblackboxattackswithgradientfreeoptimization.pdf,GenAttack,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Genetic algorithms for adversarial examples,91.25%,,"['CIFAR-10 with defenses', 'ImageNet with defenses']","['CIFAR-10', 'ImageNet']",https://doi.org/10.1145/3321707.3321749
0.0,240_MetaGradientAdversarialAttackpp.pdf,MGAA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Improves transferability,95.10%,,"['Inceptionv3', 'Inceptionv4', 'InceptionResNetv2', 'ResNetv2-152', 'Ens3Inceptionv3', 'Ens4Inceptionv3', 'EnsInceptionResNetv2', 'ResNetv2-101', 'MobileNetv21.0', 'PNasNet']","['ImageNet', 'CIFAR10']",Not provided
0.0,240_MetaGradientAdversarialAttackpp.pdf,MGAA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Improves transferability,47.90%,,"['AdvInceptionv3', 'NasNetmobile', 'MobileNetv21.4', 'R&P', 'NIPS-r3 k-WTA', 'CERTIFY', 'ADP']",['ImageNet'],Not provided
0.0,241_EfficientDecisionBasedBlackBoxAdversarialAttacksonFaceRecognition.pdf,Evolutionary,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Evolutionary algorithm for black-box attacks,Varies based on model and queries,,"['SphereFace', 'CosFace', 'ArcFace']",Labeled Faces in the Wild (LFW),Not provided
0.0,241_EfficientDecisionBasedBlackBoxAdversarialAttacksonFaceRecognition.pdf,Evolutionary,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Evolutionary black-box attack,Varies,,"SphereFace, CosFace, ArcFace",LFW,
0.0,242_SignBitsAreAllYouNeedforBlackBoxAttacks.pdf,SFA,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Sign perturbation flipping to craft adversarial examples.,Not provided,Not provided,"['ResNet-18', 'ResNet-50', 'VGG-16', 'DenseNet-121', 'Inception-v3', 'Defensive models']","['CIFAR-10', 'ImageNet']",Not provided
0.0,242_SignBitsAreAllYouNeedforBlackBoxAttacks.pdf,SFA,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Attack on face verification API demonstrated.,Not provided,Effective,['Face verification API'],['LFW'],Not provided
0.0,246_AdversarialAttacksonanOpticalNeuralNetwork.pdf,ONN Adversarial,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,ONN misclassification via minimal perturbations.,84%,0.0,['ONN with MZI'],['MNIST'],0.0
0.0,246_AdversarialAttacksonanOpticalNeuralNetwork.pdf,ONN Adversarial,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,ONN misclassification via minimal perturbations.,88%,0.0,['ONN with MZI'],['Fashion-MNIST'],0.0
0.0,246_AdversarialAttacksonanOpticalNeuralNetwork.pdf,Selective ONN Adversarial,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Targeted ONN misclassification.,61.87%,0.0,['ONN with MZI'],['MNIST'],0.0
0.0,246_AdversarialAttacksonanOpticalNeuralNetwork.pdf,Selective ONN Adversarial,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Targeted ONN misclassification.,50%,0.0,['ONN with MZI'],['Fashion-MNIST'],0.0
0.0,247_AdvDropAdversarialAttacktoDNNsbyDroppingInformation.pdf,AdvDrop,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,no,Drops details to craft adversarial examples.,99.95%,,['ResNet50'],['ImageNet'],https://github.com/RjDuan/AdvDrop
0.0,248_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,QL,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Efficient black-box attack with limited queries.,99.2%,,['InceptionV3'],['ImageNet'],https://arxiv.org/abs/1707.07397
0.0,248_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,PI,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Black-box attack with partial information.,93.6%,,['InceptionV3'],['ImageNet'],https://arxiv.org/abs/1707.07397
0.0,248_BlackboxAdversarialAttackswithLimitedQueriesandInformation.pdf,LO,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,no,Black-box attack with label-only feedback.,90%,,['InceptionV3'],['ImageNet'],https://arxiv.org/abs/1707.07397
0.0,249_AdversarialAttacksonDeepNeuralNetworksforTimeSeriesClassification.pdf,FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Perturbs time series to decrease classification confidence.,43.2%,0.0,['ResNet'],UCR archive,0.0
0.0,249_AdversarialAttacksonDeepNeuralNetworksforTimeSeriesClassification.pdf,BIM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,no,Iteratively perturbs time series to misclassify.,56.89%,0.0,['ResNet'],UCR archive,0.0
0.0,24_Generatingadversarialexampleswithadversarialnetworks.pdf,AdvGAN,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Computer Vision,Classification,yes,Uses GANs to create adversarial examples,92.76%,,"['MNIST A, B, C', 'CIFAR-10 ResNet, WideResNet', 'Inception_v3']","['MNIST', 'CIFAR-10', 'ImageNet']",https://arxiv.org/abs/1801.02610
0.0,24_Generatingadversarialexampleswithadversarialnetworks.pdf,AdvGAN,Integrity,Interactive,BlackBox,False,Evasion,Serving,Computer Vision,Classification,yes,Uses GANs to create adversarial examples,86.95%,,"['MNIST A, B, C', 'CIFAR-10 ResNet, WideResNet']","['MNIST', 'CIFAR-10']",https://arxiv.org/abs/1801.02610
0.0,250_Adversarialattacksonmachinelearningsystemsforhighfrequencytrading.pdf,Gradient-Based Attack,Integrity,Gradiant Based,WhiteBox,False,Evasion,Serving,Finance,Classification,no,Induces misclassification with input perturbations,29.34%,,"['Linear', 'MLP', 'LSTM']","['Ford (F)', 'General Electric (GE)', 'Nvidia (NVDA)']",https://doi.org/10.1145/3490354.3494367
0.0,250_Adversarialattacksonmachinelearningsystemsforhighfrequencytrading.pdf,Universal Transfer Attack,Integrity,Transferable,BlackBox,False,Evasion,Serving,Finance,Classification,no,Uses surrogate models for universal perturbations,40.46%,,"['Linear', 'MLP', 'LSTM']","['Ford (F)', 'General Electric (GE)']",https://doi.org/10.1145/3490354.3494367
0.0,251_Adversarialattacksonmachinelearningsystemsforhighfrequencytrading.pdf,JSMA,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Classification,No,JSMA misleads classifiers,Decreased by 8.5%,,"['Random Forest', 'J48']",Power system dataset,https://doi.org/10.1016/j.jisa.2020.102717
0.0,253_EvadingMachineLearningBotnetDetectionModelsviaDeepReinforcementLearning.pdf,DRL-Evasion,Integrity,Interactive,BlackBox,False,Evasion,Serving,Network,Classification,no,Adversarial traffic flow generation.,42.5%,,"['Decision Tree', 'CNN']","Malware Capture Project, IOST 2010",Not provided
0.0,255_CraftingAdversarialExamplesforDeepLearningBasedPrognostics.pdf,FGSM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Regression,no,One-step gradient update.,,,"['LSTM', 'GRU', 'CNN']",C-MAPSS,https://ieeexplore.ieee.org/document/9353446
0.0,255_CraftingAdversarialExamplesforDeepLearningBasedPrognostics.pdf,BIM,Integrity,Gradient Based,WhiteBox,False,Evasion,Serving,Cyber,Regression,no,Iterative FGSM with clipping.,,,"['LSTM', 'GRU', 'CNN']",C-MAPSS,https://ieeexplore.ieee.org/document/9353446
